Country,Indicator,Source,Unit,Currency,Frequency,Country Code,Time,Amount,Year
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2011-05-01,97.5,2011.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2011-06-01,96.0,2011.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2011-07-01,95.8,2011.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2011-08-01,95.6,2011.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2011-09-01,95.2,2011.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2011-10-01,94.8,2011.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2011-11-01,95.3,2011.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2011-12-01,95.8,2011.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2012-01-01,96.2,2012.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2012-02-01,96.1,2012.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2012-03-01,95.9,2012.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2012-04-01,96.1,2012.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2012-05-01,96.3,2012.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2012-06-01,96.9,2012.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2012-07-01,97.4,2012.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2012-08-01,97.4,2012.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2012-09-01,97.3,2012.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2012-10-01,97.7,2012.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2012-11-01,98.1,2012.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2012-12-01,99.1,2012.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2013-01-01,99.5,2013.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2013-02-01,99.6,2013.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2013-03-01,99.4,2013.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2013-04-01,99.9,2013.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2013-05-01,99.7,2013.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2013-06-01,99.7,2013.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2013-07-01,99.8,2013.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2013-08-01,99.6,2013.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2013-09-01,99.4,2013.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2013-10-01,99.3,2013.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2013-11-01,99.2,2013.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2013-12-01,99.5,2013.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-01-01,99.6,2014.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-02-01,99.4,2014.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-03-01,99.4,2014.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-04-01,99.7,2014.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-05-01,100.5,2014.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-06-01,100.4,2014.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-07-01,100.7,2014.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-08-01,100.4,2014.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-09-01,99.5,2014.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-10-01,99.9,2014.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-11-01,100.2,2014.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-12-01,100.4,2014.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-01-01,101.1,2015.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-02-01,100.7,2015.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-03-01,101.1,2015.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-04-01,101.1,2015.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-05-01,101.7,2015.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-06-01,102.1,2015.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-07-01,101.9,2015.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-08-01,101.7,2015.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-09-01,100.3,2015.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-10-01,100.4,2015.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-11-01,101.0,2015.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-12-01,101.8,2015.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-01-01,101.4,2016.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-02-01,101.6,2016.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-03-01,102.0,2016.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-04-01,103.1,2016.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-05-01,104.0,2016.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-06-01,103.0,2016.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-07-01,102.4,2016.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-08-01,101.2,2016.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-09-01,100.9,2016.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-10-01,101.0,2016.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-11-01,101.4,2016.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-12-01,101.5,2016.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-01-01,101.9,2017.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-02-01,102.2,2017.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-03-01,102.3,2017.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-04-01,102.5,2017.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-05-01,102.5,2017.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-06-01,102.6,2017.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-07-01,102.7,2017.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-08-01,102.0,2017.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-09-01,102.3,2017.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-10-01,102.2,2017.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-11-01,102.4,2017.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-12-01,102.8,2017.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-01-01,102.5,2018.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-02-01,102.7,2018.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-03-01,102.7,2018.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-04-01,102.9,2018.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-05-01,103.3,2018.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-06-01,103.4,2018.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-07-01,103.1,2018.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-08-01,102.9,2018.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-09-01,103.0,2018.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-10-01,103.2,2018.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-11-01,103.2,2018.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-12-01,103.4,2018.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-01-01,103.2,2019.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-02-01,103.0,2019.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-03-01,103.3,2019.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-04-01,103.7,2019.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-05-01,104.1,2019.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-06-01,104.7,2019.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-07-01,104.3,2019.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-08-01,103.3,2019.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-09-01,103.5,2019.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-10-01,103.5,2019.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-11-01,104.5,2019.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-12-01,105.0,2019.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-01-01,105.3,2020.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-02-01,105.7,2020.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-03-01,105.8,2020.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-04-01,106.1,2020.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-05-01,106.5,2020.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-06-01,107.6,2020.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-07-01,107.2,2020.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-08-01,106.1,2020.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-09-01,105.5,2020.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-10-01,106.6,2020.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-11-01,106.3,2020.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-12-01,107.5,2020.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-01-01,107.7,2021.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-02-01,109.1,2021.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-03-01,109.3,2021.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-04-01,110.3,2021.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-05-01,111.0,2021.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-06-01,111.4,2021.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-07-01,111.4,2021.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-08-01,111.2,2021.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-09-01,111.0,2021.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-10-01,111.4,2021.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-11-01,112.2,2021.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-12-01,113.5,2021.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-01-01,113.7,2022.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-02-01,114.1,2022.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-03-01,114.2,2022.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-04-01,114.7,2022.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-05-01,114.9,2022.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-06-01,117.4,2022.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-07-01,117.4,2022.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-08-01,118.0,2022.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-09-01,118.0,2022.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-10-01,118.3,2022.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-11-01,118.6,2022.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-12-01,119.2,2022.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-01-01,119.2,2023.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-02-01,119.6,2023.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-03-01,120.1,2023.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-04-01,120.7,2023.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-05-01,120.4,2023.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-06-01,122.2,2023.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-07-01,122.8,2023.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-08-01,122.3,2023.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-09-01,123.0,2023.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-10-01,122.7,2023.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-11-01,122.9,2023.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-12-01,124.0,2023.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-01-01,122.9,2024.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-02-01,123.9,2024.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-03-01,124.7,2024.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-04-01,125.1,2024.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-05-01,126.3,2024.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-06-01,127.2,2024.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-07-01,127.7,2024.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-08-01,127.8,2024.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-09-01,126.4,2024.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-10-01,125.9,2024.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-11-01,126.07,2024.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-12-01,126.55,2024.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2025-01-01,102.7,2025.0
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2025-02-01,102.5,2025.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-01-01,90.2,2009.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-02-01,90.8,2009.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-03-01,91.4,2009.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-04-01,91.9,2009.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-05-01,93.6,2009.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-06-01,95.3,2009.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-07-01,97.3,2009.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-08-01,98.4,2009.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-09-01,98.9,2009.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-10-01,99.4,2009.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-11-01,100.0,2009.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-12-01,102.2,2009.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-01-01,103.1,2010.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-02-01,105.0,2010.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-03-01,104.9,2010.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-04-01,105.7,2010.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-05-01,105.7,2010.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-06-01,108.8,2010.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-07-01,109.9,2010.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-08-01,111.9,2010.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-09-01,112.4,2010.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-10-01,112.7,2010.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-11-01,112.8,2010.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-12-01,114.2,2010.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2011-01-01,115.6,2011.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2011-02-01,116.7,2011.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2011-03-01,118.3,2011.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2011-04-01,117.7,2011.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2011-05-01,118.7,2011.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2011-06-01,119.9,2011.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2011-07-01,120.3,2011.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2011-08-01,122.3,2011.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2011-09-01,124.0,2011.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2011-10-01,124.6,2011.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2011-11-01,124.7,2011.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2011-12-01,126.0,2011.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2012-01-01,130.2,2012.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2012-02-01,130.5,2012.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2012-03-01,132.6,2012.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2012-04-01,132.8,2012.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2012-05-01,133.8,2012.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2012-06-01,135.3,2012.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2012-07-01,135.7,2012.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2012-08-01,136.6,2012.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2012-09-01,138.0,2012.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2012-10-01,139.2,2012.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2012-11-01,140.0,2012.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2012-12-01,141.1,2012.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2013-01-01,141.9,2013.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2013-02-01,143.0,2013.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2013-03-01,144.0,2013.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2013-04-01,144.8,2013.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2013-05-01,145.8,2013.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2013-06-01,146.6,2013.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2013-07-01,147.4,2013.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2013-08-01,147.8,2013.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2013-09-01,148.9,2013.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2013-10-01,150.0,2013.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2013-11-01,151.1,2013.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2013-12-01,152.3,2013.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2014-01-01,153.3,2014.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2014-02-01,154.0,2014.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2014-03-01,155.2,2014.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2014-04-01,156.2,2014.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2014-05-01,157.4,2014.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2014-06-01,158.6,2014.0
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2014-07-01,159.7,2014.0
