country,country_code,year,budget_deficit_surplus,capital_expenditure,consumer_price_index_cpi,defence_expenditure,education_expenditure,expenditure,exports,food_inflation,gdp_growth_rate,gdp_per_capita,government_debt,health_expenditure,imports,inflation_rate,interest_rate,labour_force,nominal_gdp,population,real_gdp,revenue,tax_revenue,unemployment_rate,value_added_tax_vat
Ghana,GHA,2013.0,-590.0,,106.5,,,1480.6,1405.8,8.0,7.15,2453.16,,,1438.0,10.1,15.0,,28038.91,26430000.0,29807.51,1454.7,401.6,,
Ghana,GHA,2014.0,-250.5,,121.2,,,2003.2,1114.6,7.1,-1.32,1999.18,22906.67,,1346.5,13.8,16.0,,32301.4,27040000.0,29478.1,1752.7,527.3,,
Ghana,GHA,2015.0,-927.8,,141.1,,,2893.4,1044.7,6.9,11.4,1756.23,24673.85,,1170.4,16.4,21.0,,42016.2,27670000.0,32668.27,1965.6,586.1,,
Ghana,GHA,2016.0,-368.6,,168.0,,,2558.9,877.1,8.2,0.76,1978.46,26461.12,,1124.9,19.0,26.0,,53070.62,28310000.0,32528.34,2222.5,657.3,,
Ghana,GHA,2017.0,-410.5,,190.4,,,3529.8,1306.1,7.0,5.38,2083.11,29765.08,,1059.7,13.3,25.5,,60905.26,28960000.0,35011.55,3200.6,1269.0,,
Ghana,GHA,2018.0,-1556.3,,210.1,,,4419.3,1433.93,6.8,9.96,2272.51,34123.0,,1180.48,10.3,20.0,,72938.57,29614337.0,38822.39,2991.9,880.1,,
Ghana,GHA,2019.0,-1072.3,,229.0,,,4747.1,1342.32,8.0,5.41,2256.81,36808.75,,1256.84,9.0,16.0,,82086.73,30280811.0,41103.53,3914.2,1439.4,,
Ghana,GHA,2020.0,-2594.2,,111.6,,,7195.8,1437.07,7.8,6.33,2272.46,41555.7,,1128.18,7.8,16.0,,96590.19,30816511.0,43742.77,4800.9,1912.1,,
Ghana,GHA,2021.0,-1992.5,,122.7,,,6747.6,1355.33,12.8,5.27,2579.28,53786.86,,1135.44,9.9,14.5,,109446.5,30832019.0,45450.04,4936.1,1819.5,,
Ghana,GHA,2022.0,-5013.4,,139.7,,,10229.2,1218.52,13.7,4.15,2368.9,60160.8,,1135.17,13.9,14.5,,134907.6,31350393.0,46936.7,5215.77,1511.7,,
Ghana,GHA,2023.0,-3333.4,,165.6,,,11852.37,1506.44,61.0,4.34,2569.5,52186.88,,984.06,53.6,28.0,,212506.8,31350393.0,48419.4,8518.98,3194.54,,
Ghana,GHA,2024.0,-9420.05,,204.55,,,15035.92,1364.99,27.1,4.34,2513.11,52829.32,,1375.47,23.52,29.0,,272002.0,33010000.0,50620.0,9979.52,2638.32,,
Ghana,GHA,2025.0,-5428.13,,252.62,,,18894.25,2408.13,28.3,,,49133.44,,1410.73,23.48,27.0,,360013.1,,53825.0,12987.23,4681.29,,
Ivory Coast,CIV,1960.0,1.5,,,,,24.3,,,,,,,,,,,140.7,,,25.8,24.5,,
Ivory Coast,CIV,1961.0,2.3,,,,,28.6,,,,,,,,,,,159.3,,,30.9,29.9,,
Ivory Coast,CIV,1962.0,-0.9,,,,,31.8,,,,,,,,,,,166.1,,,30.9,29.8,,
Ivory Coast,CIV,1963.0,1.2,,,,,33.6,,,,,,,,,,,195.9,,,34.8,33.9,,
Ivory Coast,CIV,1964.0,0.3,,,,,43.8,73186.0,,,,,,,,,,237.1,,,44.1,42.7,,
Ivory Coast,CIV,1965.0,-2.6,,,,,51.5,68418.2,,,,,,58343.0,,,,236.8,,3864.54,48.9,48.9,,
Ivory Coast,CIV,1966.0,-4.7,,,,,58.2,76658.5,,,,,,62792.0,,,,236.8,,4311.88,53.5,50.6,,
Ivory Coast,CIV,1967.0,-6.4,,,,,59.1,80262.6,,,,,,65050.0,,,,257.3,,4509.99,52.7,47.8,,
Ivory Coast,CIV,1968.0,2.2,,,,,71.5,104224.6,,,,,,75831.0,,,,274.4,,5075.85,73.7,69.3,,
Ivory Coast,CIV,1969.0,-8.3,,,,,80.3,,,,,,,,,,,325.1,,5560.11,72.0,69.4,,
Ivory Coast,CIV,1970.0,-13.4,,,,,96.8,130190.4,,,,,,107704.0,,,,364.0,,6137.15,83.4,83.0,,
Ivory Coast,CIV,1971.0,-20.4,,8.49,,,110.8,126558.5,,,,,,110838.0,,,,414.0,,6717.57,90.4,89.9,,
Ivory Coast,CIV,1972.0,-6.3,,8.52,,,108.5,139540.7,,,,,,114317.0,,,,439.3,,7002.03,102.2,102.2,,
Ivory Coast,CIV,1973.0,-6.6,,9.47,,,125.3,190856.3,,,,,,157522.0,,,,471.6,,7417.88,118.7,117.7,,
Ivory Coast,CIV,1974.0,-1.1,,11.12,,,156.6,291770.5,,,,,,232286.0,,,,559.1,,7738.91,155.5,139.6,,
Ivory Coast,CIV,1975.0,-18.2,,12.38,,,231.3,254571.7,,,,,,241393.0,,,,566.2,,8377.58,213.1,168.3,,
Ivory Coast,CIV,1976.0,-41.1,,13.86,,,362.7,392501.0,,,,,,311607.0,,,,739.0,,9459.53,321.6,236.7,,
Ivory Coast,CIV,1977.0,20.2,,17.68,,,568.4,529211.7,,,,,,429566.0,,,,834.5,,10151.71,588.6,317.8,,
Ivory Coast,CIV,1978.0,-148.7,,19.96,,,755.7,524382.2,,,,,,522502.0,,,,939.9,,11259.05,607.0,370.6,,
Ivory Coast,CIV,1979.0,-202.0,,23.29,,,843.0,534846.9,,,,,,528850.0,,,,1539.2,,11528.61,641.0,406.1,,
Ivory Coast,CIV,1980.0,-272.0,,26.7,,,890.0,663919.0,,,,,,631899.0,,,,1782.8,,10265.49,618.0,459.7,,
Ivory Coast,CIV,1981.0,-260.0,,29.05,,,891.0,689298.0,,,,,,653321.0,,,,1944.9,,10624.78,631.0,525.4,,
Ivory Coast,CIV,1982.0,-331.1,,31.19,,,1003.1,747452.0,,,,,,718593.0,,,,2149.9,,10646.12,672.0,546.3,,
Ivory Coast,CIV,1983.0,-262.0,,33.04,,,1025.0,796774.0,,,,,,704249.0,,,,2291.4,,10230.95,763.0,548.2,,
Ivory Coast,CIV,1984.0,-29.0,,34.45,,,925.0,1184347.0,,,,,,658569.0,,,,2486.6,,9954.62,896.0,587.0,,
Ivory Coast,CIV,1985.0,90.0,,35.08,,,1006.0,1318100.0,,,,,,773000.0,,,,3135.0,,10402.64,1096.0,621.0,,
Ivory Coast,CIV,1986.0,-95.5,,37.49,,,1035.0,1160400.0,,,,,,709000.0,,,,3172.0,,10741.61,939.5,660.2,,
Ivory Coast,CIV,1987.0,-257.0,,40.07,,,1051.2,929100.0,,,,,,673900.0,,,,3031.8,,10710.12,794.2,670.4,,
Ivory Coast,CIV,1988.0,-447.1,,42.85,,,1236.3,826500.0,,,,,,619900.0,,,,3054.5,,10822.21,789.2,624.0,,
Ivory Coast,CIV,1989.0,-517.9,,43.29,,,1197.5,895700.0,,,,,,673400.0,,,,3109.5,,11146.63,679.6,563.2,,
Ivory Coast,CIV,1990.0,-352.2,,42.95,,,983.0,793012.4,,-1.6,,,,571103.3,,,,3725.61,11910540.0,11023.7,630.8,516.1,,
Ivory Coast,CIV,1991.0,-384.3,,43.69,,,973.8,763073.9,,0.0,,,,593373.7,,,,4089.15,12369269.0,11023.7,589.5,499.9,,
Ivory Coast,CIV,1992.0,-344.8,,45.43,,,942.3,801362.7,,-0.1,,,,615149.1,,,,4076.32,12838314.0,11013.98,597.5,499.8,,
Ivory Coast,CIV,1993.0,-350.9,,46.65,,,883.9,713229.0,,-0.4,,,,570473.3,,,,4073.26,13316448.0,10968.86,533.0,435.3,,
Ivory Coast,CIV,1994.0,-289.4,,58.77,,,1166.0,1522420.0,,2.1,,,,1056147.0,,,,5883.59,13802285.0,11199.08,876.6,678.5,,
Ivory Coast,CIV,1995.0,-184.3,,67.18,,,1322.6,1819297.0,,7.1,,,,1469768.0,,,,7558.21,14299727.0,11994.34,1138.3,897.4,,
Ivory Coast,CIV,1996.0,-112.6,,68.43,,,1385.1,2188326.0,,6.9,,,,1443422.0,,,,8584.26,14810946.0,12821.84,1272.5,1040.7,,
Ivory Coast,CIV,1997.0,-122.4,,63.6,,,1494.5,2495623.0,,5.7,,,,1608649.0,,,,9457.93,15335453.0,13555.62,1372.1,1112.8,,
Ivory Coast,CIV,1998.0,-118.3,,66.5,,,1557.4,2592600.0,,4.9,,,,1764600.0,5.12,,,10285.48,15858990.0,14224.03,1439.1,1142.1,,
Ivory Coast,CIV,1999.0,-185.1,,66.5,,,1521.6,2758513.0,,1.6,,,,1777816.0,1.87,,,10533.97,16345894.0,14454.08,1336.5,1149.1,,
Ivory Coast,CIV,2000.0,-89.6,,68.7,,,1360.2,2534366.0,,-2.1,,,,1771560.0,0.55,,,10547.73,16799670.0,14155.12,1270.6,1077.5,,
Ivory Coast,CIV,2001.0,69.7,,71.7,,,1306.9,2669423.0,,0.1,,,,1867237.0,5.03,,,11341.65,17245468.0,14172.3,1376.6,1168.4,,
Ivory Coast,CIV,2002.0,-122.1,,73.9,,,1591.6,3456184.0,,-1.7,,,,1816340.0,4.43,,,11896.02,17683897.0,13935.97,1469.5,1259.3,,
Ivory Coast,CIV,2003.0,-209.8,,76.3,,,1611.0,3189550.0,,-1.4,,,,2048404.0,3.23,,,12297.64,18116451.0,13746.52,1401.2,1189.9,,
Ivory Coast,CIV,2004.0,-150.9,,77.4,,,1665.0,3655377.0,,1.2,,,,2486800.0,0.29,,,12089.31,18544903.0,13915.81,1514.1,1241.4,,
Ivory Coast,CIV,2005.0,-147.7,,80.4,,,1713.7,3809246.3,,1.7,,,,3353872.6,4.86,,,12456.78,18970215.0,14155.33,1566.0,1251.2,,
Ivory Coast,CIV,2006.0,-126.5,,82.4,,,1742.0,4206857.1,,1.5,,,,3325441.2,1.98,,,12866.77,19394057.0,14369.92,1615.5,1364.0,,
Ivory Coast,CIV,2007.0,-78.2,,84.0,,,1949.4,3865586.9,,1.8,,,,3705459.2,2.53,,,13477.74,19817700.0,14623.52,1871.2,1468.1,,
Ivory Coast,CIV,2008.0,-41.1,,89.3,,,2201.2,4409963.6,,2.5,,,,3793000.5,6.71,,,14994.95,20244449.0,14995.38,2160.1,1626.4,,
Ivory Coast,CIV,2009.0,98.2,,89.8,,,2375.7,5077175.4,,3.3,,,,3593018.6,1.58,,,15845.23,20677762.0,15482.95,2473.9,1888.7,,
Ivory Coast,CIV,2010.0,-216.1,,89.9,,,2498.8,5539717.6,,2.0,,,,4412291.5,-0.26,,,17035.94,21120042.0,15795.04,2282.7,1928.5,,
Ivory Coast,CIV,2011.0,-485.5,,95.8,,,2211.4,5797514.6,,-4.2,,,,3595631.8,4.55,7.52,,16743.15,21562914.0,15132.22,1725.9,1493.1,,
Ivory Coast,CIV,2012.0,-432.5,,97.0,,,3054.0,6041005.8,,10.1,,,,5506532.2,2.3,7.86,,18907.19,22010712.0,16660.36,2621.5,2213.0,,
Ivory Coast,CIV,2013.0,-346.1,,99.6,,,3385.6,7157155.8,,9.3,,,,6537302.2,3.41,8.43,,21351.39,22469268.0,18204.54,3039.5,2408.6,,
Ivory Coast,CIV,2014.0,-376.3,,100.0,,,3669.6,6752676.3,,8.8,,,,7549.0,0.09,5.73,,24137.13,22995555.0,19804.55,3293.3,2573.3,,
Ivory Coast,CIV,2015.0,-553.2,,101.2,,,4470.0,7741831.8,,8.8,,,,7156.7,1.52,6.4,,27086.37,23596741.0,21555.73,3916.8,2954.9,,
Ivory Coast,CIV,2016.0,-838.5,,102.0,,,5015.1,6446574.5,,7.2,,,,4958645.6,0.29,5.93,,28686.71,24213622.0,23101.87,4176.6,3352.6,,
Ivory Coast,CIV,2017.0,-998.4,,102.38,,,5521.8,6882163.2,,7.4,,,,5185887.6,0.49,6.26,,30491.65,24848016.0,24813.9,4523.4,3458.1,,
Ivory Coast,CIV,2018.0,-944.3,,103.01,,,5708.4,6563596.6,,4.8,,,,5913143.4,0.57,6.09,,32506.1,25493988.0,26015.67,4764.1,3651.1,,
Ivory Coast,CIV,2019.0,-785.4,,103.85,,,5943.8,7325218.6,,6.7,,,,5996689.2,0.77,6.29,,35379.0,26147551.0,27764.28,5158.4,3972.3,,
Ivory Coast,CIV,2020.0,-1965.8,,106.35,,,7255.1,7155856.5,,0.7,,,,6040347.1,2.0,6.59,,36277.95,26811790.0,27958.56,5289.3,4149.2,,
Ivory Coast,CIV,2021.0,-1961.9,,110.8,,,8102.1,8363019.0,,7.1,,,,7627993.1,2.3,5.65,,40366.86,27478249.0,29933.36,6140.2,5096.0,,
Ivory Coast,CIV,2022.0,-2981.8,,116.5,,,9666.2,9988614.4,,6.2,,,,10708714.4,5.6,5.64,,43771.18,28160542.0,31794.57,6684.4,5616.7,,
Ivory Coast,CIV,2023.0,-2508.1,,121.65,,,10279.8,,,6.5,,,,,4.8,6.28,,47790.92,28873034.0,33872.65,7771.7,6508.0,,
Ivory Coast,CIV,2024.0,-2120.6,,125.86,,,10896.5,,,6.1,,,,,3.08,6.31,,52400.0,,35924.43,8775.9,7533.8,,
Ivory Coast,CIV,2025.0,,,99.2,,,,,,,,,,,1.7,6.37,,,,,,,,
Kenya,KEN,1998.0,,,,,,,9149.2,,,,,,15523.0,,,,,,,,,,
Kenya,KEN,1999.0,,,,,,,9006.8,,,,,,13452.9,,,,,,,,,,
Kenya,KEN,2000.0,,18584.0,,,,175119.0,9124.3,,0.0,,,,17197.2,,,,967838.0,,982855.0,178443.0,152444.0,,40944.0
Kenya,KEN,2001.0,,13659.0,,,,123391.0,13537.0,,3.8,,,,20740.7,,,,1020022.0,,1020111.0,107283.0,90241.0,,27924.0
Kenya,KEN,2002.0,,10555.0,,,,122427.0,14456.6,,0.5,,,,33559.6,,,,1035374.0,,1025583.0,107060.0,90212.0,,29723.0
Kenya,KEN,2003.0,,17438.0,,,,143691.0,16737.4,,2.9,,,,24319.8,,,,1131783.0,,1055658.0,114306.0,96782.0,,32540.0
Kenya,KEN,2004.0,,16894.0,,,,146010.0,16390.6,,5.1,,,,25538.4,,,,1274328.0,,1109338.0,130095.0,108080.0,,33458.0
Kenya,KEN,2005.0,,21388.0,,,,158123.0,19840.1,,5.7,,,,38506.0,12.3,,,1415823.0,,1172784.0,165646.0,138298.0,,43434.0
Kenya,KEN,2006.0,,30397.0,,,,209791.0,17178.2,,6.5,,,,39630.5,9.4,,,1622565.0,,1249470.0,169821.0,145000.0,,41172.0
Kenya,KEN,2007.0,,36409.0,,,,219726.0,20877.7,,6.9,,,,48294.2,6.1,,,1833511.0,,1336849.0,195320.0,165473.0,,53015.0
Kenya,KEN,2008.0,,61951.0,,,,283616.0,23753.5,,1.5,,,,64341.0,4.7,9.0,,2107589.0,,1357262.0,241522.0,207445.0,,66249.0
Kenya,KEN,2009.0,,62947.0,,,,301536.0,27359.8,,2.7,,,,66177.2,16.6,8.5,,3275642.0,,5361462.0,271194.0,233418.0,,74678.0
Kenya,KEN,2010.0,,91807.0,,,,374246.0,30602.6,,8.1,,,,71198.9,8.6,7.0,,3597630.0,,5793514.0,304531.0,259767.0,,81309.0
Kenya,KEN,2011.0,,113899.5,,,,434101.5,35457.8,,5.1,,,,90527.9,3.9,5.8,,4162514.0,,6090206.0,350725.0,302869.0,,98612.0
Kenya,KEN,2012.0,,137335.6,,,,509200.2,42365.1,,4.6,,,,101658.5,15.1,18.0,,4767191.0,,6368448.0,362116.0,332835.3,,100781.7
Kenya,KEN,2013.0,,151162.2,,,,589548.7,47116.3,,3.8,,,,130764.5,8.2,9.5,,5311322.0,,6610312.0,419576.4,380793.3,,105042.1
Kenya,KEN,2014.0,,124805.6,,,,669839.6,43062.5,,5.0,,,,130116.5,6.0,8.5,,6003835.0,,6942157.0,538800.9,484350.3,,132020.4
Kenya,KEN,2015.0,,196861.2,,,,764835.7,41163.0,,5.0,,,,127648.5,6.7,8.5,,6884317.0,,7287024.0,611056.3,558210.8,,147620.0
Kenya,KEN,2016.0,,224147.7,,,,888866.6,48023.5,,4.2,,,,106483.2,6.8,11.5,,7594064.0,,7594064.0,670940.5,609240.3,,163068.7
Kenya,KEN,2017.0,,333425.7,,,,1082905.3,48834.0,,3.8,,,,150734.1,6.3,10.0,,8483396.0,,7885521.0,772694.6,686239.7,,190043.7
Kenya,KEN,2018.0,,209851.2,,,,1077038.7,53448.1,,5.6,,,,157516.9,7.8,10.0,,9340307.0,,8330891.0,840619.0,755215.4,,203206.6
Kenya,KEN,2019.0,,328606.7,,,,1291663.0,53290.3,,5.1,183969.5,,,155919.7,4.7,9.0,17727199.0,10237727.3,26593769.0,8756945.6,924807.0,805372.4,6.2,232443.6
Kenya,KEN,2020.0,,335160.3,,,,1436864.1,53126.2,,-0.3,178891.9,,,155430.9,5.3,8.3,18548627.0,10715070.0,27308334.0,8733060.3,1061498.4,874538.9,5.2,245673.5
Kenya,KEN,2021.0,,246798.4,,,,1347104.2,54313.6,,7.6,188976.3,,,160717.2,5.7,7.0,19106156.0,12027661.5,28028495.0,9395942.1,937044.0,779269.8,6.6,215787.1
Kenya,KEN,2022.0,,256755.1,,,,1544540.0,59550.8,,4.9,194626.9,,,194180.1,6.1,7.0,18908915.0,13489641.5,28464189.0,9852582.9,1193501.2,1010496.3,5.5,296291.9
Kenya,KEN,2023.0,,234827.2,,,,1611231.5,72919.3,,5.6,201841.0,,,194552.1,8.0,8.8,,15108805.9,,10399980.2,1310802.1,1103875.9,,311658.6
Kenya,KEN,2024.0,,235068.2,,,,1815184.4,91675.6,,5.0,,,,244404.6,7.5,12.5,,4044263.0,,2720702.0,1500906.6,1215865.8,,374950.3
Kenya,KEN,2025.0,,290101.4,,,,2068187.5,,,,,,,,4.2,11.3,,,,,1564875.4,1251417.7,,365346.6
Nigeria,NGA,1981.0,,6.57,,,,,11023.3,,,,,,12839.6,,,,139.31,,19748.53,,,,
Nigeria,NGA,1982.0,,6.42,,,,,8206.4,,-6.8,,,,10770.5,,,,149.05,,18404.96,,,,
Nigeria,NGA,1983.0,,4.89,,,,,7502.5,,-10.93,,,,8903.7,,,,158.75,,16394.39,,,,
Nigeria,NGA,1984.0,,4.1,,,,,9088.0,,-1.11,,,,7178.3,,,,165.85,,16211.49,,,,
Nigeria,NGA,1985.0,,5.46,,,,,11720.8,,5.91,,,,7062.6,,,,187.83,,17170.08,,,,
Nigeria,NGA,1986.0,,8.53,,,,,8920.6,,0.06,,,,5983.6,,,,198.12,,17180.55,,,,
Nigeria,NGA,1987.0,,6.37,,,,,30360.6,,3.2,,,,17861.7,,,,244.68,,17730.34,,,,
Nigeria,NGA,1988.0,,8.34,,,,,31192.8,,7.33,,,,21445.7,,,,315.62,,19030.69,,,,
Nigeria,NGA,1989.0,,15.03,,,,,57971.2,,1.92,,,,30860.2,,,,414.86,,19395.96,,,,
Nigeria,NGA,1990.0,,24.05,,,,,109886.1,,11.78,,,,45717.9,,,,494.64,,21680.2,,,,
Nigeria,NGA,1991.0,,28.34,,,,,121535.4,,0.36,,,,89488.2,,,,590.06,,21757.9,,,,
Nigeria,NGA,1992.0,,39.76,,,,,205611.7,,4.63,,,,143151.2,,,,906.03,,22765.55,,,,
Nigeria,NGA,1993.0,,54.5,,,,,218770.1,,-2.04,,,,165629.4,,,,1257.17,,22302.24,,,,
Nigeria,NGA,1994.0,,70.92,,,,,206059.2,,-1.82,,,,162788.8,,,,1768.79,,21897.47,,,,
Nigeria,NGA,1995.0,,121.14,,,,,950661.4,,-0.08,,,,755127.7,,,,3100.24,,21881.56,,,,
Nigeria,NGA,1996.0,,212.93,,,,,1309543.4,,4.19,,,,562626.6,,,,4086.07,,22799.69,,,,
Nigeria,NGA,1997.0,,269.65,,,,,1241662.7,,2.93,,,,845716.6,,,,4418.71,,23469.34,,,,
Nigeria,NGA,1998.0,,309.02,,,,,751856.7,,2.58,,,,837418.7,,,,4805.16,,24075.15,,,,
Nigeria,NGA,1999.0,,498.03,,,,,1188969.8,,0.58,,,,862515.7,,,,5482.35,,24215.78,,,,
Nigeria,NGA,2000.0,,239.45,,43.4,,,1945723.3,,5.01,,,15.22,985022.39,,,,7062.75,,25430.42,,,,
Nigeria,NGA,2001.0,,438.7,,47.07,,,1867953.85,,5.92,,,24.52,1358180.33,,,,8234.49,,26935.32,,,,
Nigeria,NGA,2002.0,,321.38,,69.13,,,1744177.68,,15.33,,,40.62,1512695.33,,,,11501.45,,31064.27,,,,
Nigeria,NGA,2003.0,,241.69,,51.06,,,3087886.39,,7.35,,,33.27,2080235.27,,,,13556.97,,33346.62,,,,
Nigeria,NGA,2004.0,,351.3,,76.3,,,4602781.54,,9.25,,,34.2,1987045.27,,,,18124.06,,36431.37,,,,
Nigeria,NGA,2005.0,,519.5,,71.7,,,7246534.8,,6.44,,,55.7,2800856.33,,,,23121.88,,38777.01,,,,
Nigeria,NGA,2006.0,,552.4,,84.2,,,7324680.63,,6.06,,,62.25,3108519.32,,10.0,,30375.18,140431790.0,41126.68,,,,
Nigeria,NGA,2007.0,,759.32,,72.1,,,8309758.32,,6.59,,,81.91,3911952.63,,10.0,,34675.94,145325769.0,43837.39,,,,
Nigeria,NGA,2008.0,,960.89,,95.85,,,10387693.62,,6.76,,,98.22,5593180.45,,9.5,,39954.21,149933510.0,46802.76,,,,
Nigeria,NGA,2009.0,,1152.8,90.2,54.84,,,8606319.72,18.4,8.04,,,90.2,5480656.12,14.0,9.8,,43461.46,154642926.0,50564.26,,,,
Nigeria,NGA,2010.0,-607540.41,883.87,103.1,198.71,,3996445.81,12011475.87,15.9,9.13,,,99.1,8163974.57,14.4,6.0,,55469.35,159500688.0,55469.35,3388905.4,,,
Nigeria,NGA,2011.0,-816986.7,918.55,115.6,283.2,,4193968.2,15236665.99,10.3,5.31,,,231.8,10995863.63,12.1,6.5,,63713.36,164272861.0,58180.35,3376981.5,,,
Nigeria,NGA,2012.0,-949230.0,874.7,130.2,296.8,,4105237.6,15139326.13,13.1,4.21,,,197.9,9766556.74,12.6,12.0,,72599.63,169087829.0,60670.05,3156007.6,,,
Nigeria,NGA,2013.0,-1153490.2,1108.39,141.9,272.3,,4515685.2,15262013.61,10.1,5.49,,,180.0,9439424.71,9.0,12.0,,81009.96,173876409.0,63942.85,3362195.0,,,119510.26
Nigeria,NGA,2014.0,-835644.0,783.12,153.3,274.53,,4123415.0,12962026.84,9.3,6.22,,,195.98,10538914.51,8.0,12.0,71641170.88,90136.98,178605318.0,67977.46,3287771.0,,7.83,127048.64
Nigeria,NGA,2015.0,-1557800.0,818.37,165.8,330.59,,4767365.0,8845158.81,9.2,2.79,,,257.7,11076068.34,8.2,13.0,73436104.38,95177.74,183376728.0,69780.69,3209565.0,,7.54,759432.7
Nigeria,NGA,2016.0,-2140043.35,653.61,181.7,380.17,,5320416.0,8835611.91,10.6,-1.58,,,200.82,9480366.87,9.6,11.0,78486570.0,102575.42,193392517.0,68652.43,3180372.65,,12.09,777504.7
Nigeria,NGA,2017.0,-5101243.34,1242.3,215.7,361.92,,8720168.0,13988143.19,17.8,0.83,,19159809.16,245.19,10804845.85,18.7,14.0,82592121.22,114899.25,199681159.0,69205.69,3618924.66,,14.44,972348.41
Nigeria,NGA,2018.0,-3584739.0,1682.1,248.4,442.15,,7538027.0,18707327.43,18.9,1.93,,22707203.79,296.44,13445112.75,15.1,14.0,88206724.24,129086.91,196042933.0,70536.35,3953288.0,,21.83,1108040.57
Nigeria,NGA,2019.0,-4915356.0,2289.0,276.6,588.78,,9454440.0,19910533.8,13.5,2.27,,24947081.08,388.23,20449968.39,11.4,14.0,,145639.14,201135262.0,72094.09,4539084.0,,,1184580.58
Nigeria,NGA,2020.0,-6171796.0,1614.89,310.2,642.06,,9953600.0,12613592.7,14.8,-1.92,,28628493.63,423.36,20519192.15,12.1,13.5,,154252.32,206283338.0,70800.54,3781804.0,,,1531170.81
Nigeria,NGA,2021.0,-6910166.0,2522.47,361.2,612.53,,11698615.0,19204170.87,20.6,3.4,,33107247.23,386.24,22954835.52,16.5,11.5,,176075.5,211493324.0,73382.77,4788449.0,,,496390.01
Nigeria,NGA,2022.0,-9330372.0,3133.82,417.6,693.85,,14634244.0,27251572.39,17.1,3.1,,41604057.45,437.52,27115108.58,15.6,11.5,,202365.02,216783381.0,75768.95,5303872.0,,,697378.91
Nigeria,NGA,2023.0,-13501819.0,4486.21,508.7,743.2,,19500079.0,36247788.33,24.3,2.74,,49853685.26,468.64,32642666.15,21.8,17.5,,234425.91,,77936.1,5998260.0,,,3639316.85
Nigeria,NGA,2024.0,-961579.0,0.0,660.8,,,1411236.0,19167359.19,35.4,3.4,,121670881.49,,13970054.03,29.9,18.8,,277493.78,,80606.53,449657.0,,,1430919.37
Nigeria,NGA,2025.0,,,110.7,,,,6791847.35,26.1,,,,,5493728.48,24.5,27.5,,,,,,,,
Rwanda,RWA,1990.0,,12.65,,,,43.87,,,,,,,,,,,,,,21.0,18.2,,
Rwanda,RWA,1991.0,,16.79,,,,54.41,,,,,,,,,,,,,,24.5,21.3,,
Rwanda,RWA,1992.0,,20.06,,,,66.48,,,,,,,,,,,,,,27.0,23.6,,
Rwanda,RWA,1993.0,,21.64,,,,68.25,,,,,,,,,,,,,,25.4,23.4,,
Rwanda,RWA,1994.0,,4.41,,,,26.59,,,,,,,,,,,,,,5.9,5.9,,
Rwanda,RWA,1995.0,,27.3,,,,69.39,,,,,,,,,,,,,,23.0,21.6,,
Rwanda,RWA,1996.0,,39.54,,,,95.29,,,,,,,,,,,,,,39.1,35.9,,
Rwanda,RWA,1997.0,,46.19,,,,109.61,,,,,,,,,,,,,,57.7,54.6,,
Rwanda,RWA,1998.0,,42.25,,,,117.43,,,,,,,,,,,,,,65.5,62.1,,
Rwanda,RWA,1999.0,,74.01,,,,161.6,,,,,,,,,,,720.0,7500000.0,2066.0,65.2,61.5,,
Rwanda,RWA,2000.0,,58.81,,,,147.47,,,8.4,,,,,,,,806.0,7700000.0,2239.0,67.9,64.7,,
Rwanda,RWA,2001.0,,57.31,,,,166.69,,,8.5,,,,,,,,871.0,7900000.0,2429.0,85.6,78.9,,
Rwanda,RWA,2002.0,,57.95,,,,191.81,,,13.2,,,,,,,,935.0,8100000.0,2750.0,100.4,93.8,,
Rwanda,RWA,2003.0,,50.99,,,,214.97,,,2.2,,,,,,,,1150.0,8300000.0,2810.0,121.7,114.0,,
Rwanda,RWA,2004.0,,81.45,,,,266.84,,,7.4,,,,,,,,1372.0,8600000.0,3020.0,146.3,133.9,,
Rwanda,RWA,2005.0,,110.55,,,,332.86,,,9.4,,,,,11.6,9.0,,1637.0,8800000.0,3303.0,179.6,161.8,,
Rwanda,RWA,2006.0,,126.14,,,,386.57,,,9.2,,,,,5.2,9.0,,1832.0,9000000.0,3607.0,207.4,192.8,,
Rwanda,RWA,2007.0,,186.18,,,,490.74,,,7.6,,,,,12.6,9.0,,2226.0,9200000.0,3883.0,256.9,241.8,,
Rwanda,RWA,2008.0,,267.76,,,,649.74,,,11.2,,,,,6.5,9.0,,2833.0,9500000.0,4316.0,379.9,327.6,,
Rwanda,RWA,2009.0,,295.23,79.8,,,754.29,,,6.2,,,,,20.4,9.0,,3225.0,9700000.0,4586.0,380.6,364.0,,
Rwanda,RWA,2010.0,,350.1,84.9,,,879.37,,,7.3,,694.38,,,4.5,7.5,,3572.0,10000000.0,4922.0,430.9,412.8,,
Rwanda,RWA,2011.0,,447.94,80.3,,,998.13,,,8.0,,854.65,,,1.1,6.0,,4133.0,10200000.0,5314.0,541.6,505.0,,
Rwanda,RWA,2012.0,,513.9,86.9,,,1174.55,,,8.6,,980.71,,,7.8,7.0,,4702.0,10500000.0,5773.0,697.9,645.8,,
Rwanda,RWA,2013.0,,649.45,95.3,,,1455.38,,,4.7,,1393.37,,,4.4,7.5,,5057.0,10700000.0,6046.0,799.2,707.0,,
