country,country_code,year,budget_deficit_surplus,capital_expenditure,consumer_price_index_cpi,defence_expenditure,education_expenditure,expenditure,exports,food_inflation,gdp_growth_rate,gdp_per_capita,government_debt,health_expenditure,imports,inflation_rate,interest_rate,labour_force,nominal_gdp,population,real_gdp,revenue,tax_revenue,unemployment_rate,value_added_tax_vat,risk_score,debt_to_gdp,budget_balance,deficit_to_gdp,revenue_to_gdp,tax_revenue_to_gdp,tax_effort,expenditure_to_gdp
Egypt,EGY,2022.0,-477486.0,,118.1,89708.0,,1937165.0,43906.4,,6.6,,82275.4,,87302.4,7.3,9.5,,7842.5,,7842.5,1483977.0,990138.0,7.2,,99.22092,1049.0965890978641,-453188.0,-5778.616512591649,18922.244182339815,12625.285304430985,66.7219235877645,24700.860694931464
Egypt,EGY,2023.0,-580182.0,,148.7,100966.0,,2309495.0,39624.0,,3.8,,83428.3,,70783.6,25.8,14.4,,10155.4,,8137.3,1723717.0,1258582.0,7.0,,99.48713,821.5166315457786,-585778.0,-5768.143056895839,16973.403312523387,12393.22921795301,73.0155820241954,22741.546369419226
Egypt,EGY,2024.0,,,,,,,7670.0,,2.4,,80178.2,,72134.7,29.8,19.3,,,,8332.63,,,6.6,,93.539085,,,,,,,
Egypt,EGY,2025.0,,,,,,,,,,,,,,23.95,21.0,,,,,,,,,97.15532,,,,,,,
Ethiopia,ETH,2008.0,,,,,,,,,,,,,,7.8,,,,,,,,,,0.054607812,,,,,,,
Ethiopia,ETH,2010.0,,,,,,,,,,,,,,7.9,,,,,,,,,,0.054607812,,,,,,,
Ethiopia,ETH,2011.0,,,,,,,,,11.4,396.0,,,,8.8,,,478900.0,80700000.0,475600.0,,,,,0.053758115,,,,,,,
Ethiopia,ETH,2012.0,,,,,,,,,8.7,523.0,,,,9.1,,,519500.0,82700000.0,517000.0,,,,,0.054935087,,,,,,,
Ethiopia,ETH,2013.0,,,,,,,,,9.9,559.0,,,,8.7,,,571700.0,84800000.0,568000.0,,,,,0.0660336,,,,,,,
Ethiopia,ETH,2014.0,,,,,,,3300.1,,10.3,640.0,,,13712.3,8.5,,,630300.0,87000000.0,627000.0,,,,,0.071577996,,,,,,,
Ethiopia,ETH,2015.0,-30882.1,117145.7,,,,230521.2,3019.1,,10.4,725.0,,,16458.6,10.4,,,696500.0,89100000.0,692000.0,199639.1,165312.5,,,0.5101495,,-30882.100000000006,-4.433898061737258,28.663187365398425,23.734745154343145,82.8056728366337,33.09708542713568
Ethiopia,ETH,2016.0,-36073.4,144184.1,,,,280892.8,6077.3,11.2,8.0,814.6,,,20552.1,9.7,12.8,,1568097.5,91200000.0,1568097.5,244819.4,190519.7,,,0.33459267,,-36073.399999999994,-2.3004564448320335,15.612511339377813,12.1497355872323,77.82050768852469,17.912967784209847
Ethiopia,ETH,2017.0,-59444.0,153023.5,,,,329658.1,6257.2,7.2,10.1,875.8,,,19714.0,7.4,12.8,,1832553.7,93400000.0,1717127.2,270214.1,210172.5,,,0.45796493,,-59444.0,-3.243779431947888,14.745221381507129,11.468831718273794,77.7799900153249,17.989000813455018
Ethiopia,ETH,2018.0,-66643.2,143735.1,,,,354205.3,7095.9,13.4,7.7,883.3,,,19707.4,14.6,13.5,,2202372.7,95500000.0,1834066.5,287562.1,235229.5,,,0.13441575,,-66643.20000000001,-3.0259728519155726,13.056922654371803,10.680730831797906,81.8012874436513,16.082895506287375
Ethiopia,ETH,2019.0,-68169.2,174949.1,,,,413105.7,7694.9,13.1,9.0,983.1,,,20704.8,12.6,13.5,,2696222.7,97600000.0,1982516.7,344936.5,268457.4,,,0.044728726,,-68169.20000000001,-2.5283223080942094,12.793323785902402,9.956796224584862,77.82806400598372,15.32164609399661
Ethiopia,ETH,2020.0,-93277.4,207576.1,,,,488243.2,7715.7,23.3,6.1,1079.4,,,18828.3,19.9,14.3,,3374746.9,99750000.0,2109180.1,394965.8,311476.5,,,0.036243144,,-93277.40000000002,-2.763982092997849,11.70356805128112,9.229625486877254,78.86163814689779,14.467550144278968
Ethiopia,ETH,2021.0,-120118.5,235409.7,,,,599006.7,8498.9,23.2,6.3,1091.7,,,19177.0,20.2,14.3,,4341024.2,101900000.0,2227894.7,478888.1,388763.5,,,0.031635094,,-120118.59999999998,-2.7670566775462797,11.031684642532054,8.955570899604751,81.18044695618872,13.798741320078333
Ethiopia,ETH,2022.0,-212345.4,262055.7,,,,779099.0,10457.7,40.3,6.4,1217.8,,,23845.0,33.8,14.3,,6157015.2,104100000.0,2346748.0,566753.6,477770.3,,,0.049266487,,-212345.40000000002,-3.4488367025632813,9.205005698215588,7.759771325560476,84.29947335138233,12.65384240077887
Ethiopia,ETH,2023.0,-221184.9,355917.0,,,,938771.6,10855.8,31.7,7.2,1548.7,,,23430.0,32.5,14.3,,8723116.8,105700000.0,2501498.3,717586.7,593232.1,,,0.04758491,,-221184.90000000002,-2.5356177736838283,8.226264951536587,6.8006896342371554,82.67044247057534,10.761882725220415
Ethiopia,ETH,2024.0,-246950.7,467457.6,,,,1120077.3,11763.6,28.1,8.1,1937.0,,,25128.0,26.6,14.3,,11752138.0,108400000.0,2684525.0,873126.5,716172.2,,,0.043669183,,-246950.80000000005,-2.1013265841500504,7.429511974757273,6.093973709294428,82.02387626535214,9.530838558907325
Ghana,GHA,1971.0,,,,,,,,,,,,,,,8.0,,,,,,,,,0.022073679,,,,,,,
Ghana,GHA,1972.0,,,,,,,,,,,,,,,8.0,,,,,,,,,0.022073679,,,,,,,
Ghana,GHA,1973.0,,,,,,,,,,,,,,,6.0,,,,,,,,,0.022073679,,,,,,,
Ghana,GHA,1974.0,,,,,,,,,,,,,,,6.0,,,,,,,,,0.022073679,,,,,,,
Ghana,GHA,1975.0,,,,,,,,,,,,,,,6.0,,,,,,,,,0.022073679,,,,,,,
Ghana,GHA,1976.0,,,,,,,,,,,,,,,8.0,,,,,,,,,0.022073679,,,,,,,
Ghana,GHA,1977.0,,,,,,,,,,,,,,,8.0,,,,,,,,,0.022073679,,,,,,,
Ghana,GHA,1978.0,,,,,,,,,,,,,,,8.0,,,,,,,,,0.022073679,,,,,,,
Ghana,GHA,1979.0,,,,,,,,,,,,,,,13.5,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,1980.0,,,,,,,,,,,,,,,13.5,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,1981.0,,,,,,,,,,,,,,,13.5,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,1982.0,,,,,,,,,,,,,,,19.5,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,1983.0,,,,,,,,,,,,,,,10.5,,,,,,,,,0.022073679,,,,,,,
Ghana,GHA,1984.0,,,,,,,,,,,,,,,14.5,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,1985.0,,,,,,,,,,,,,,,18.0,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,1986.0,,,,,,,,,,,,,,,18.5,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,1987.0,,,,,,,,,,,,,,,23.5,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,1988.0,,,,,,,,,,,,,,,26.0,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,1989.0,,,,,,,,,,,,,,,26.0,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,1990.0,,,,,,,,,,,,,,,26.0,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,1991.0,,,,,,,,,,,,,,,35.0,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,1992.0,,,,,,,,,,,,,,,20.0,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,1993.0,,,,,,,,,,,,,,,30.0,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,1994.0,,,,,,,,,,,,,,,30.0,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,1995.0,,,,,,,,,,,,,,,39.0,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,1996.0,,,,,,,,,,,,,,,45.0,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,1997.0,,,,,,,,,,,,,,,45.0,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,1998.0,,,,,,,,,,,,,,,45.0,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,1999.0,,,,,,,,,,,,,,,32.0,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,2000.0,,,,,,,,,,,,,,,27.0,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,2001.0,,,,,,,,,,,,,,,27.0,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,2002.0,,,,,,,,,,,,,,,27.0,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,2003.0,,,,,,,,,,,,,,,25.5,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,2004.0,,,,,,,,,,,,,,,21.5,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,2005.0,,,,,,,,,,,,,,,18.5,,,,,,,,,0.023473756,,,,,,,
Ghana,GHA,2006.0,,,,,,,330.1,,,,,,490.8,,14.5,,7051.4,,16714.21,,,,,0.023473756,,,,,,,
Ghana,GHA,2007.0,,,,,,,358.4,,7.5,,,,592.3,,12.5,,8244.62,,17967.28,,,,,0.023473756,,,,,,,
Ghana,GHA,2008.0,,,,,,,406.1,,8.03,,,,781.9,,13.5,,11129.81,,19410.59,,,,,0.023473756,,,,,,,
Ghana,GHA,2009.0,,,,,,,571.4,,3.48,,,,769.8,,17.0,,12716.5,,20086.83,,,,,0.021842005,,,,,,,
Ghana,GHA,2010.0,,,,,,,637.6,,6.48,,,,790.2,,18.0,,17367.17,,21408.68,,,,,0.023350937,,,,,,,
Ghana,GHA,2011.0,,,,,,,941.9,,11.2,,,,1131.0,,13.5,,20931.12,,24392.3,,,,,0.025090482,,,,,,,
Ghana,GHA,2012.0,-329.9,,96.8,,,1401.1,1319.6,,10.03,,,,1268.1,,12.5,,23865.22,,27631.43,1071.2,279.6,,,0.020000717,,-329.89999999999986,-1.3823463601005976,4.488540227159021,1.1715793946169364,26.101568334578047,5.870886587259618
Ghana,GHA,2013.0,-590.0,,106.5,,,1480.6,1405.8,8.0,7.15,2453.16,,,1438.0,10.1,15.0,,28038.91,26430000.0,29807.51,1454.7,401.6,,,0.026529858,,-25.899999999999864,-0.09237163641525246,5.1881474707825666,1.4322953353036907,27.607066749157905,5.280519107197819
Ghana,GHA,2014.0,-250.5,,121.2,,,2003.2,1114.6,7.1,-1.32,1999.18,22906.67,,1346.5,13.8,16.0,,32301.4,27040000.0,29478.1,1752.7,527.3,,,0.027087813,70.91540923922801,-250.5,-0.7755081823078875,5.426080603317503,1.632436984155485,30.085011696240084,6.201588785625391
Ghana,GHA,2015.0,-927.8,,141.1,,,2893.4,1044.7,6.9,11.4,1756.23,24673.85,,1170.4,16.4,21.0,,42016.2,27670000.0,32668.27,1965.6,586.1,,,0.054277312,58.7246109833826,-927.8000000000002,-2.2081958863485993,4.678195553143787,1.3949381429067838,29.817867317867318,6.886391439492387
Ghana,GHA,2016.0,-368.6,,168.0,,,2558.9,877.1,8.2,0.76,1978.46,26461.12,,1124.9,19.0,26.0,,53070.62,28310000.0,32528.34,2222.5,657.3,,,0.048152145,49.86020513798407,-336.4000000000001,-0.6338723760905753,4.187816158921829,1.2385383852685345,29.5748031496063,4.821688535012404
Ghana,GHA,2017.0,-410.5,,190.4,,,3529.8,1306.1,7.0,5.38,2083.11,29765.08,,1059.7,13.3,25.5,,60905.26,28960000.0,35011.55,3200.6,1269.0,,,0.05715335,48.87111556538795,-329.2000000000003,-0.540511607700222,5.255046936832714,2.0835638826597243,39.648815847028686,5.795558544532935
Ghana,GHA,2018.0,-1556.3,,210.1,,,4419.3,1433.93,6.8,9.96,2272.51,34123.0,,1180.48,10.3,20.0,,72938.57,29614337.0,38822.39,2991.9,880.1,,,0.057741005,46.78320400303981,-1427.4,-1.956989285641328,4.101944965468887,1.2066318273034418,29.416090109963566,6.058934251110214
Ghana,GHA,2019.0,-1072.3,,229.0,,,4747.1,1342.32,8.0,5.41,2256.81,36808.75,,1256.84,9.0,16.0,,82086.73,30280811.0,41103.53,3914.2,1439.4,,,0.043543067,44.84129164360671,-832.9000000000005,-1.0146585203235658,4.768371209329449,1.7535111948057867,36.77379796637883,5.783029729653015
Ghana,GHA,2020.0,-2594.2,,111.6,,,7195.8,1437.07,7.8,6.33,2272.46,41555.7,,1128.18,7.8,16.0,,96590.19,30816511.0,43742.77,4800.9,1912.1,,,0.042169545,43.022692055994504,-2394.9000000000005,-2.4794443410868126,4.9703805324329515,1.9796006198973208,39.827948926242996,7.4498248735197645
Ghana,GHA,2021.0,-1992.5,,122.7,,,6747.6,1355.33,12.8,5.27,2579.28,53786.86,,1135.44,9.9,14.5,,109446.5,30832019.0,45450.04,4936.1,1819.5,,,0.03998118,49.144431297483244,-1811.5,-1.6551465784652775,4.5100574253173935,1.662456085850164,36.8610846619801,6.16520400378267
Ghana,GHA,2022.0,-5013.4,,139.7,,,10229.2,1218.52,13.7,4.15,2368.9,60160.8,,1135.17,13.9,14.5,,134907.6,31350393.0,46936.7,5215.77,1511.7,,,0.070953615,44.59407772430908,-5013.43,-3.7161953811349395,3.8661795184259455,1.120544728391877,28.98325654697197,7.582374899560884
Ghana,GHA,2023.0,-3333.4,,165.6,,,11852.37,1506.44,61.0,4.34,2569.5,52186.88,,984.06,53.6,28.0,,212506.8,31350393.0,48419.4,8518.98,3194.54,,,0.034421943,24.55774591683654,-3333.3900000000012,-1.568603922321545,4.008803482994427,1.5032648367016963,37.499090266675125,5.577407405315972
Ghana,GHA,2024.0,-9420.05,,204.55,,,15035.92,1364.99,27.1,4.34,2513.11,52829.32,,1375.47,23.52,29.0,,272002.0,33010000.0,50620.0,9979.52,2638.32,,,0.0930849,19.42240130587275,-5056.4,-1.858956919434416,3.6689141991603003,0.9699634561510578,26.437343679856344,5.5278711185947165
Ghana,GHA,2025.0,-5428.13,,252.62,,,18894.25,2408.13,28.3,,,49133.44,,1410.73,23.48,27.0,,360013.1,,53825.0,12987.23,4681.29,,,0.034421943,13.647681153824681,-5907.02,-1.6407791827575167,3.607432618424163,1.3003110164602343,36.045330682524295,5.24821180118168
Ivory Coast,CIV,1960.0,1.5,,,,,24.3,,,,,,,,,,,140.7,,,25.8,24.5,,,0.12443389,,1.5,1.0660980810234544,18.336886993603414,17.412935323383085,94.96124031007753,17.27078891257996
Ivory Coast,CIV,1961.0,2.3,,,,,28.6,,,,,,,,,,,159.3,,,30.9,29.9,,,0.12443389,,2.299999999999997,1.4438166980539842,19.397363465160073,18.76961707470182,96.76375404530745,17.953546767106086
Ivory Coast,CIV,1962.0,-0.9,,,,,31.8,,,,,,,,,,,166.1,,,30.9,29.8,,,0.13462546,,-0.9000000000000021,-0.5418422636965696,18.603251053582177,17.940999397953043,96.4401294498382,19.14509331727875
Ivory Coast,CIV,1963.0,1.2,,,,,33.6,,,,,,,,,,,195.9,,,34.8,33.9,,,0.14036395,,1.1999999999999957,0.6125574272588032,17.764165390505358,17.304747320061253,97.41379310344827,17.151607963246555
Ivory Coast,CIV,1964.0,0.3,,,,,43.8,73186.0,,,,,,,,,,237.1,,,44.1,42.7,,,0.131828,,0.30000000000000426,0.12652889076339277,18.599746942218474,18.00927878532265,96.82539682539682,18.47321805145508
Ivory Coast,CIV,1965.0,-2.6,,,,,51.5,68418.2,,,,,,58343.0,,,,236.8,,3864.54,48.9,48.9,,,0.13395911,,-2.6000000000000014,-1.0979729729729735,20.65033783783784,20.65033783783784,100.0,21.748310810810807
Ivory Coast,CIV,1966.0,-4.7,,,,,58.2,76658.5,,,,,,62792.0,,,,236.8,,4311.88,53.5,50.6,,,0.2013017,,-4.700000000000003,-1.9847972972972985,22.592905405405407,21.368243243243242,94.57943925233646,24.5777027027027
Ivory Coast,CIV,1967.0,-6.4,,,,,59.1,80262.6,,,,,,65050.0,,,,257.3,,4509.99,52.7,47.8,,,0.23370798,,-6.399999999999999,-2.487368830159346,20.481927710843372,18.57753595025262,90.7020872865275,22.96929654100272
Ivory Coast,CIV,1968.0,2.2,,,,,71.5,104224.6,,,,,,75831.0,,,,274.4,,5075.85,73.7,69.3,,,0.17362621,,2.200000000000003,0.8017492711370273,26.858600583090382,25.25510204081633,94.02985074626865,26.056851311953356
Ivory Coast,CIV,1969.0,-8.3,,,,,80.3,,,,,,,,,,,325.1,,5560.11,72.0,69.4,,,0.76284873,,-8.299999999999997,-2.553060596739464,22.147031682559213,21.347277760689018,96.3888888888889,24.700092279298673
Ivory Coast,CIV,1970.0,-13.4,,,,,96.8,130190.4,,,,,,107704.0,,,,364.0,,6137.15,83.4,83.0,,,0.8278845,,-13.399999999999991,-3.6813186813186785,22.912087912087912,22.802197802197803,99.52038369304556,26.593406593406595
Ivory Coast,CIV,1971.0,-20.4,,8.49,,,110.8,126558.5,,,,,,110838.0,,,,414.0,,6717.57,90.4,89.9,,,1.6717311,,-20.39999999999999,-4.927536231884056,21.835748792270532,21.71497584541063,99.44690265486726,26.763285024154587
Ivory Coast,CIV,1972.0,-6.3,,8.52,,,108.5,139540.7,,,,,,114317.0,,,,439.3,,7002.03,102.2,102.2,,,0.64138865,,-6.299999999999997,-1.4340997040746637,23.26428408832233,23.26428408832233,100.0,24.698383792396996
Ivory Coast,CIV,1973.0,-6.6,,9.47,,,125.3,190856.3,,,,,,157522.0,,,,471.6,,7417.88,118.7,117.7,,,0.39511472,,-6.599999999999994,-1.3994910941475815,25.1696352841391,24.957591178965224,99.1575400168492,26.569126378286683
Ivory Coast,CIV,1974.0,-1.1,,11.12,,,156.6,291770.5,,,,,,232286.0,,,,559.1,,7738.91,155.5,139.6,,,0.17750822,,-1.0999999999999943,-0.19674476837774893,27.812555893400102,24.968699695939904,89.7749196141479,28.009300661777853
Ivory Coast,CIV,1975.0,-18.2,,12.38,,,231.3,254571.7,,,,,,241393.0,,,,566.2,,8377.58,213.1,168.3,,,1.8162993,,-18.200000000000017,-3.2144118685976713,37.6368774284705,29.724478982691625,78.97700610042234,40.85128929706817
Ivory Coast,CIV,1976.0,-41.1,,13.86,,,362.7,392501.0,,,,,,311607.0,,,,739.0,,9459.53,321.6,236.7,,,99.38619,,-41.099999999999966,-5.561569688768602,43.518267929634646,32.0297699594046,73.6007462686567,49.079837618403246
Ivory Coast,CIV,1977.0,20.2,,17.68,,,568.4,529211.7,,,,,,429566.0,,,,834.5,,10151.71,588.6,317.8,,,1.8270682,,20.200000000000045,2.4206111443978484,70.53325344517675,38.08268424206111,53.99252463472647,68.1126423007789
Ivory Coast,CIV,1978.0,-148.7,,19.96,,,755.7,524382.2,,,,,,522502.0,,,,939.9,,11259.05,607.0,370.6,,,99.89791,,-148.70000000000005,-15.820832003404622,64.5813384402596,39.42972656665603,61.05436573311368,80.40217044366422
Ivory Coast,CIV,1979.0,-202.0,,23.29,,,843.0,534846.9,,,,,,528850.0,,,,1539.2,,11528.61,641.0,406.1,,,99.93924,,-202.0,-13.123700623700623,41.645010395010395,26.38383575883576,63.35413416536662,54.768711018711016
Ivory Coast,CIV,1980.0,-272.0,,26.7,,,890.0,663919.0,,,,,,631899.0,,,,1782.8,,10265.49,618.0,459.7,,,99.897316,,-272.0,-15.256899259591655,34.66457258245457,25.785281579537806,74.38511326860842,49.92147184204622
Ivory Coast,CIV,1981.0,-260.0,,29.05,,,891.0,689298.0,,,,,,653321.0,,,,1944.9,,10624.78,631.0,525.4,,,99.88782,,-260.0,-13.368296570517762,32.443827446141185,27.014242377500125,83.26465927099841,45.81212401665895
Ivory Coast,CIV,1982.0,-331.1,,31.19,,,1003.1,747452.0,,,,,,718593.0,,,,2149.9,,10646.12,672.0,546.3,,,99.84301,,-331.1,-15.400716312386622,31.257267779896736,25.410484208567834,81.29464285714285,46.657984092283364
Ivory Coast,CIV,1983.0,-262.0,,33.04,,,1025.0,796774.0,,,,,,704249.0,,,,2291.4,,10230.95,763.0,548.2,,,99.73614,,-262.0,-11.434057781269093,33.29842017980274,23.924238456838616,71.84796854521626,44.73247796107183
Ivory Coast,CIV,1984.0,-29.0,,34.45,,,925.0,1184347.0,,,,,,658569.0,,,,2486.6,,9954.62,896.0,587.0,,,1.7127448,,-29.0,-1.166251105927773,36.0331376176305,23.606531006193197,65.51339285714286,37.19938872355827
Ivory Coast,CIV,1985.0,90.0,,35.08,,,1006.0,1318100.0,,,,,,773000.0,,,,3135.0,,10402.64,1096.0,621.0,,,0.5947003,,90.0,2.8708133971291865,34.96012759170654,19.808612440191386,56.660583941605836,32.08931419457735
Ivory Coast,CIV,1986.0,-95.5,,37.49,,,1035.0,1160400.0,,,,,,709000.0,,,,3172.0,,10741.61,939.5,660.2,,,3.0053172,,-95.5,-3.010718789407314,29.618537200504413,20.813366960907945,70.27142096860032,32.62925598991173
Ivory Coast,CIV,1987.0,-257.0,,40.07,,,1051.2,929100.0,,,,,,673900.0,,,,3031.8,,10710.12,794.2,670.4,,,99.73115,,-257.0,-8.476812454647403,26.19565934428392,22.112276535391516,84.41198690506168,34.672471798931326
Ivory Coast,CIV,1988.0,-447.1,,42.85,,,1236.3,826500.0,,,,,,619900.0,,,,3054.5,,10822.21,789.2,624.0,,,99.895775,,-447.0999999999999,-14.63742019970535,25.83728924537568,20.428875429693893,79.06741003547896,40.474709445081025
Ivory Coast,CIV,1989.0,-517.9,,43.29,,,1197.5,895700.0,,,,,,673400.0,,,,3109.5,,11146.63,679.6,563.2,,,99.96368,,-517.9,-16.655410837755266,21.855603794822322,18.112236694002252,82.87227781047676,38.511014632577584
Ivory Coast,CIV,1990.0,-352.2,,42.95,,,983.0,793012.4,,-1.6,,,,571103.3,,,,3725.61,11910540.0,11023.7,630.8,516.1,,,99.96639,,-352.20000000000005,-9.453485469493588,16.931455520035644,13.85276505055548,81.81674064679773,26.38494098952923
Ivory Coast,CIV,1991.0,-384.3,,43.69,,,973.8,763073.9,,0.0,,,,593373.7,,,,4089.15,12369269.0,11023.7,589.5,499.9,,,99.893074,,-384.29999999999995,-9.39804115769781,14.416198965555187,12.225034542631107,84.80067854113655,23.814240123252997
Ivory Coast,CIV,1992.0,-344.8,,45.43,,,942.3,801362.7,,-0.1,,,,615149.1,,,,4076.32,12838314.0,11013.98,597.5,499.8,,,99.67939,,-344.79999999999995,-8.458609726419906,14.657828629744474,12.261058994387094,83.64853556485356,23.11643835616438
Ivory Coast,CIV,1993.0,-350.9,,46.65,,,883.9,713229.0,,-0.4,,,,570473.3,,,,4073.26,13316448.0,10968.86,533.0,435.3,,,99.57034,,-350.9,-8.614721377962614,13.085341961966583,10.686771774941937,81.66979362101313,21.700063339929194
Ivory Coast,CIV,1994.0,-289.4,,58.77,,,1166.0,1522420.0,,2.1,,,,1056147.0,,,,5883.59,13802285.0,11199.08,876.6,678.5,,,5.5220675,,-289.4,-4.918765583597769,14.899066726267465,11.532074804668579,77.40132329454711,19.817832309865235
Ivory Coast,CIV,1995.0,-184.3,,67.18,,,1322.6,1819297.0,,7.1,,,,1469768.0,,,,7558.21,14299727.0,11994.34,1138.3,897.4,,,5.644254,,-184.29999999999995,-2.4384080357650815,15.06044420570479,11.873181613106807,78.83686198717386,17.49885224146987
Ivory Coast,CIV,1996.0,-112.6,,68.43,,,1385.1,2188326.0,,6.9,,,,1443422.0,,,,8584.26,14810946.0,12821.84,1272.5,1040.7,,,0.2632847,,-112.59999999999991,-1.3117030472049995,14.823642340749233,12.12335134303947,81.78388998035363,16.13534538795423
Ivory Coast,CIV,1997.0,-122.4,,63.6,,,1494.5,2495623.0,,5.7,,,,1608649.0,,,,9457.93,15335453.0,13555.62,1372.1,1112.8,,,0.16471832,,-122.40000000000009,-1.294152103050034,14.507402782638481,11.765788074134614,81.10196049850595,15.801554885688518
Ivory Coast,CIV,1998.0,-118.3,,66.5,,,1557.4,2592600.0,,4.9,,,,1764600.0,5.12,,,10285.48,15858990.0,14224.03,1439.1,1142.1,,,0.16474952,,-118.30000000000018,-1.1501650870936524,13.991568696842538,11.104002924511057,79.36210131332082,15.14173378393619
Ivory Coast,CIV,1999.0,-185.1,,66.5,,,1521.6,2758513.0,,1.6,,,,1777816.0,1.87,,,10533.97,16345894.0,14454.08,1336.5,1149.1,,,0.1285598,,-185.0999999999999,-1.7571722721822818,12.687524266729449,10.908517871229934,85.97830153385708,14.44469653891173
Ivory Coast,CIV,2000.0,-89.6,,68.7,,,1360.2,2534366.0,,-2.1,,,,1771560.0,0.55,,,10547.73,16799670.0,14155.12,1270.6,1077.5,,,0.14247042,,-89.60000000000014,-0.8494718768872558,12.046193825590908,10.215468162343937,84.80245553281914,12.895665702478166
Ivory Coast,CIV,2001.0,69.7,,71.7,,,1306.9,2669423.0,,0.1,,,,1867237.0,5.03,,,11341.65,17245468.0,14172.3,1376.6,1168.4,,,0.09408919,,69.69999999999982,0.6145490294622019,12.137563758359674,10.301852023294671,84.87578090948715,11.523014728897472
Ivory Coast,CIV,2002.0,-122.1,,73.9,,,1591.6,3456184.0,,-1.7,,,,1816340.0,4.43,,,11896.02,17683897.0,13935.97,1469.5,1259.3,,,0.063701,,-122.09999999999991,-1.0263937014228282,12.352870960203497,10.585893433265916,85.69581490302824,13.379264661626324
Ivory Coast,CIV,2003.0,-209.8,,76.3,,,1611.0,3189550.0,,-1.4,,,,2048404.0,3.23,,,12297.64,18116451.0,13746.52,1401.2,1189.9,,,0.06827085,,-209.79999999999995,-1.7060183905204573,11.39405609531585,9.675840242518078,84.92006851270341,13.100074485836307
Ivory Coast,CIV,2004.0,-150.9,,77.4,,,1665.0,3655377.0,,1.2,,,,2486800.0,0.29,,,12089.31,18544903.0,13915.81,1514.1,1241.4,,,0.068422444,,-150.9000000000001,-1.2482101956191056,12.524287986659289,10.268576122210451,81.98930057459877,13.772498182278396
Ivory Coast,CIV,2005.0,-147.7,,80.4,,,1713.7,3809246.3,,1.7,,,,3353872.6,4.86,,,12456.78,18970215.0,14155.33,1566.0,1251.2,,,0.08282227,,-147.70000000000005,-1.1856996751969613,12.571467104661075,10.044329272893957,79.8978288633461,13.757166779858037
Ivory Coast,CIV,2006.0,-126.5,,82.4,,,1742.0,4206857.1,,1.5,,,,3325441.2,1.98,,,12866.77,19394057.0,14369.92,1615.5,1364.0,,,0.13642931,,-126.5,-0.9831527259755166,12.555598646746619,10.600951132257745,84.43206437635406,13.538751372722135
Ivory Coast,CIV,2007.0,-78.2,,84.0,,,1949.4,3865586.9,,1.8,,,,3705459.2,2.53,,,13477.74,19817700.0,14623.52,1871.2,1468.1,,,0.096615806,,-78.20000000000005,-0.5802159709268768,13.88363330944209,10.89277579178705,78.45767421975202,14.463849280368965
Ivory Coast,CIV,2008.0,-41.1,,89.3,,,2201.2,4409963.6,,2.5,,,,3793000.5,6.71,,,14994.95,20244449.0,14995.38,2160.1,1626.4,,,0.08957829,,-41.09999999999991,-0.274092277733503,14.405516523896377,10.846318260481029,75.29281051803159,14.67960880162988
Ivory Coast,CIV,2009.0,98.2,,89.8,,,2375.7,5077175.4,,3.3,,,,3593018.6,1.58,,,15845.23,20677762.0,15482.95,2473.9,1888.7,,,0.089193925,,98.20000000000027,0.6197448695916706,15.612900538521687,11.919675511179074,76.345042240996,14.993155668930017
Ivory Coast,CIV,2010.0,-216.1,,89.9,,,2498.8,5539717.6,,2.0,,,,4412291.5,-0.26,,,17035.94,21120042.0,15795.04,2282.7,1928.5,,,0.106688604,,-216.10000000000036,-1.2684947235080681,13.399319321387607,11.32018544324528,84.48328733517326,14.667814044895675
Ivory Coast,CIV,2011.0,-485.5,,95.8,,,2211.4,5797514.6,,-4.2,,,,3595631.8,4.55,7.52,,16743.15,21562914.0,15132.22,1725.9,1493.1,,,0.4479968,,-485.5,-2.899693307412285,10.308096146782415,8.917676781250838,86.51138536415782,13.2077894541947
